serverId,user1,user2,user3,user4,rsType,timeStamp,queue
ff3b36757ea8b5e6,d545068c03a69e3f,691ff9b8c436a373,817e856f33b75050,"",11.5,1713304243,0
ff3b36757ea8b5e6,00dccda3133736b3,551c6a3a81d5eb56,817e856f33b75050,"",11.5,1713305812,0
ff3b36757ea8b5e6,f28ca8fdea9f2996,a979ba1f2f91724d,cacad6a25391ef0b,"",11.5,1713309428,0
ff3b36757ea8b5e6,061c74373b6f7125,cacad6a25391ef0b,cda916870b0fa43e,"",9.5,1713309646,0
ff3b36757ea8b5e6,a979ba1f2f91724d,f28ca8fdea9f2996,9b46dfd07b46e58f,"",11.5,1713309788,0
ff3b36757ea8b5e6,47f2a3d283f41061,d545068c03a69e3f,cb89a51f042b6621,"",9.5,1713311804,0
ff3b36757ea8b5e6,380f8bf4ebac7482,9b46dfd07b46e58f,817e856f33b75050,"",11.5,1713312403,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,817e856f33b75050,380f8bf4ebac7482,"",11.5,1713312693,0
ff3b36757ea8b5e6,551c6a3a81d5eb56,68502e1aaa270508,"","",9.5,1713313557,0
ff3b36757ea8b5e6,68502e1aaa270508,dd88ece1afdff4fb,cd589696fbebfae6,"",9.5,1713315630,0
ff3b36757ea8b5e6,cd589696fbebfae6,dd88ece1afdff4fb,68502e1aaa270508,"",9.5,1713315943,0
ff3b36757ea8b5e6,169401abecc89bb8,f0d8694cf28b98e9,c06a90a6323cd3d9,"",9.5,1713319052,0
e8d9342910654a8e,755812802dcc0e15,8dc0a5cf66847fea,"","",7.5,1713322391,0
ff3b36757ea8b5e6,3b169e7b58504016,00dccda3133736b3,5a0fd524334c523b,"",9.5,1713323078,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,3b169e7b58504016,00dccda3133736b3,"",11.5,1713324478,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,00dccda3133736b3,3b169e7b58504016,"",11.5,1713326262,0
ff3b36757ea8b5e6,061c74373b6f7125,9b46dfd07b46e58f,00dccda3133736b3,"",11.5,1713328336,0
ff3b36757ea8b5e6,d545068c03a69e3f,cacad6a25391ef0b,5bdc78beb7c22eac,"",11.5,1713339715,0
ff3b36757ea8b5e6,3125cd176d1a5c91,67ef5dfe7dc1b14f,6ce6bf834b315017,"",11.5,1713341843,0
ff3b36757ea8b5e6,4c4d5c01c43904a7,cacad6a25391ef0b,60b0005444d7adab,"",9.5,1713343859,0
ff3b36757ea8b5e6,e5bd8548ed8e4291,4db3d6955dc271ef,8d7d93045fc09206,"",9.5,1713348468,0
ff3b36757ea8b5e6,27a6430a7f7b62f3,bc4ca771d95c6473,4db3d6955dc271ef,"",11.5,1713356827,0
ff3b36757ea8b5e6,81c70692ac7c5fdb,38e0caf655b45b60,a979ba1f2f91724d,"",9.5,1713362429,0
